레시피구분,레시피명,열량
기타,파채,열량 : 42.76 kcal
구이류,바싹불고기,열량 : 180.46 kcal
무침류,오징어초무침,열량 : 136.56 kcal
보조식,바게트과카몰리,열량 : 73.93 kcal
국류,청국장찌개,열량 : 110.1 kcal
국류,된장찌개,열량 : 88.07 kcal
튀김류,코다리강정,열량 : 194.73 kcal
국류,아욱된장국,열량 : 34.86 kcal
무침류,취나물,열량 : 27.82 kcal
국류,부대찌개,열량 : 147.14 kcal
국류,도토리묵채국,열량 : 46.68 kcal
조림류,병어무조림,열량 : 136.38 kcal
국류,우렁된장찌개,열량 : 100.41 kcal
국류,짬뽕국,열량 : 64.56 kcal
국류,시금치된장국,열량 : 43.2 kcal
국류,영계백숙,열량 : 483.86 kcal
국류,한우곰탕(소),열량 : 127.13 kcal
보조식,오미자주스,열량 : 271.2 kcal
찜류,청양풍닭찜,열량 : 293.65 kcal
죽류,낙지김치죽,열량 : 271.24 kcal
빵류,바게트햄샌드위치,열량 : 397.17 kcal
빵류,모닝빵샌드위치,열량 : 414.65 kcal
볶음류,소시지채소볶음,열량 : 193.04 kcal
튀김류,도토리묵탕수육,열량 : 144.45 kcal
소스류,베리베리탕수육소스,열량 : 58.2 kcal
보조식,골든키위주스,열량 : 216 kcal
국류,양지탕,열량 : 179.56 kcal
보조식,수제호두우유,열량 : 147.2 kcal
국류,전복미역국,열량 : 53.73 kcal
국류,로제부대찌개,열량 : 121.65 kcal
튀김류,납작떡갈비버거,열량 : 428.26 kcal
죽류,새우야채죽,열량 : 364.42 kcal
빵류,조각케이크(까망베르치즈),열량 : 165.5 kcal
국류,순두부찌개,열량 : 117.38 kcal
빵류,크림치즈베이글샌드위치,열량 : 446.5 kcal
찜류,오징어브로컬리숙회&amp;초고추장,열량 : 71.15 kcal
국류,감자된장국,열량 : 47.31 kcal
국류,감자탕,열량 : 314.34 kcal
국류,달걀파국,열량 : 72.19 kcal
국류,바지락순두부찌개,열량 : 138.31 kcal
무침류,콜라비오징어무침,열량 : 71.81 kcal
국류,닭개장,열량 : 146.13 kcal
국류,미소된장국,열량 : 40.66 kcal
면류,꼬치어묵우동,열량 : 271.13 kcal
국류,조개순두부맑은국,열량 : 53.77 kcal
튀김류,연근새우튀김,열량 : 121.05 kcal
국류,어묵김치찌개,열량 : 130.86 kcal
국류,근대된장국,열량 : 83.09 kcal
국류,북어해장국,열량 : 74.09 kcal
국류,소고기된장찌개,열량 : 163.03 kcal
밥류,토마토제육덮밥,열량 : 592.63 kcal
국류,호박명란젓찌개,열량 : 63.32 kcal
국류,바지락미역국,열량 : 31.82 kcal
밥류,단호박은행밥,열량 : 248.31 kcal
면류,미나리봉골레파스타,열량 : 311.62 kcal
무침류,귤모자반무침,열량 : 91.18 kcal
구이류,닭다리살 스테이크,열량 : 354.21 kcal
튀김류,베이컨치즈프라이,열량 : 253.39 kcal
소스류,허니요거트드레싱,열량 : 81.4 kcal
튀김류,피자돈가스,열량 : 387.75 kcal
면류,미니홍합국수,열량 : 230.73 kcal
보조식,초코우유,열량 : 106.5 kcal
구이류,허브솔트 목살구이,열량 : 224.41 kcal
튀김류,맛살야채튀김,열량 : 161.52 kcal
볶음류,콜리플라워소고기볶음,열량 : 246.56 kcal
면류,블랙 크림파스타,열량 : 326.15 kcal
튀김류,바베큐 버팔로윙,열량 : 222.05 kcal
볶음류,돼지고기춘장볶음,열량 : 215.24 kcal
국류,토마토채소수프,열량 : 55.36 kcal
기타,포도샐러드,열량 : 73.45 kcal
무침류,미역오이초무침,열량 : 15.23 kcal
기타,딸기주스,열량 : 23.2 kcal
조림류,호두멸치조림,열량 : 132.55 kcal
국류,매생이떡국,열량 : 154.16 kcal
국류,모시조개탕,열량 : 10.5 kcal
무침류,콜라비무생채,열량 : 143.93 kcal
밥류,톳영양밥/양념장,열량 : 481.68 kcal
무침류,무생채,열량 : 16.62 kcal
찜류,온두부,열량 : 48.5 kcal
밥류,홍합밥,열량 : 358.95 kcal
국류,조개살미역국,열량 : 12.79 kcal
무침류,봄동배추겉절이,열량 : 39.63 kcal
밥류,구운달걀 카레덮밥,열량 : 608.03 kcal
볶음류,굴소스양배추볶음,열량 : 34.02 kcal
김치류,백김치(보름),열량 : 8 kcal
국류,모시조개미역국,열량 : 27.28 kcal
무침류,황태채무말랭이무침,열량 : 57.55 kcal
국류,황태설렁탕,열량 : 77.73 kcal
국류,홍합살미역국,열량 : 27 kcal
조림류,돼지고기꽈리장조림,열량 : 81.21 kcal
볶음류,청경채볶음,열량 : 28.54 kcal
보조식,연두부&amp;흑임자드레싱,열량 : 92.44 kcal
찜류,고기왕만두찜,열량 : 218.72 kcal
국류,오색떡국,열량 : 70.4 kcal
국류,매생이만두국,열량 : 115.45 kcal
부침류,녹두전,열량 : 161.31 kcal
찜류,오징어콩나물찜,열량 : 150.88 kcal
구이류,참조기구이,열량 : 347.4 kcal
조림류,뼈없는닭갈비,열량 : 333.58 kcal
부침류,오징어김치전,열량 : 286.45 kcal
밥류,바질새우리조또,열량 : 344.75 kcal
볶음류,굴소스어묵채볶음,열량 : 160.7 kcal
볶음류,새우카레볶음,열량 : 391.09 kcal
국류,돈등뼈김치찜,열량 : 309.43 kcal
보조식,구아바주스,열량 : 100 kcal
보조식,골드키위주스,열량 : 153 kcal
구이류,감자구이,열량 : 55.81 kcal
죽류,소고기브로컬리죽,열량 : 513.58 kcal
면류,베이컨크림스파게티,열량 : 471.97 kcal
국류,달걀부추국,열량 : 75.9 kcal
구이류,닭가슴살고추장스테이크,열량 : 165.68 kcal
국류,낙지연포탕,열량 : 32.92 kcal
튀김류,코다리떡강정,열량 : 225.44 kcal
면류,수제비들깨국,열량 : 50.12 kcal
볶음류,닭안심가지볶음,열량 : 219.68 kcal
조림류,소고기메추리알조림,열량 : 93.16 kcal
볶음류,머위대들깨볶음,열량 : 63.55 kcal
국류,게살연두부탕,열량 : 46.62 kcal
면류,바지락칼국수,열량 : 144.39 kcal
볶음류,파프리카버섯볶음,열량 : 18.94 kcal
국류,바지락살미역국,열량 : 16.28 kcal
볶음류,오징어굴소스볶음,열량 : 49.19 kcal
밥류,치킨마요덮밥,열량 : 277.14 kcal
소스류,자장소스,열량 : 49.01 kcal
튀김류,수제탕수육/소스,열량 : 93.92 kcal
밥류,중국식볶음밥,열량 : 213.84 kcal
면류,미트볼스파게티,열량 : 210.58 kcal
볶음류,시금치베이컨볶음,열량 : 78.8 kcal
구이류,어린이삼치구이,열량 : 98.25 kcal
국류,어린이유부국,열량 : 38.16 kcal
부침류,채소달걀말이,열량 : 53.54 kcal
밥류,깐풍돼지고기덮밥,열량 : 281.59 kcal
볶음류,버섯소불고기,열량 : 87.9 kcal
무침류,양상추샐러드/딸기드레싱,열량 : 21.88 kcal
무침류,숙주나물무침,열량 : 7.33 kcal
볶음류,돼지고기사과간장소스불고기,열량 : 137.57 kcal
구이류,순살고등어카레구이,열량 : 118.89 kcal
밥류,햄채소볶음밥,열량 : 240.38 kcal
튀김류,새우볼타코야끼,열량 : 100.4 kcal
구이류,임연수살구이,열량 : 98.05 kcal
무침류,어린이상추무침,열량 : 50.39 kcal
국류,애호박된장국,열량 : 25.41 kcal
볶음류,주꾸미채소볶음,열량 : 63.13 kcal
볶음류,간장콩나물불고기,열량 : 87.11 kcal
조림류,잔멸치호두조림,열량 : 100.72 kcal
국류,소고기샤브국,열량 : 23.56 kcal
국류,한우설렁탕,열량 : 62.34 kcal
무침류,도라지유자청무침,열량 : 20.98 kcal
국류,북어국,열량 : 18.75 kcal
무침류,흑임자연근샐러드,열량 : 26.3 kcal
면류,손수제비,열량 : 51.55 kcal
볶음류,팔보채,열량 : 160.65 kcal
무침류,청포묵양념장무침,열량 : 48 kcal
볶음류,어린이돼지고기간장불고기,열량 : 102.06 kcal
볶음류,돼지고기채소볶음,열량 : 74.46 kcal
밥류,간장게맛살볶음밥/계란후라이,열량 : 222.38 kcal
볶음류,닭가슴살표고버섯볶음,열량 : 39.79 kcal
국류,시금치조갯살된장국,열량 : 53.26 kcal
볶음류,돼지고기콩나물볶음,열량 : 203.13 kcal
죽류,오리백숙,열량 : 449.85 kcal
볶음류,닭가슴살버섯야채볶음,열량 : 105.45 kcal
보조식,어린이사과주스,열량 : 33.6 kcal
부침류,호박해물파전(소),열량 : 178.13 kcal
보조식,수박화채,열량 : 34.36 kcal
국류,닭곰탕,열량 : 44.96 kcal
구이류,통마늘삼겹살떡구이,열량 : 245.22 kcal
국류,팽이미소된장국,열량 : 41.96 kcal
국류,배추당면국,열량 : 16.71 kcal
무침류,꽃맛살메추리알과일샐러드,열량 : 178.95 kcal
조림류,밤곤약조림,열량 : 117.04 kcal
찜류,명란달걀찜,열량 : 38.52 kcal
국류,바지락순두부김치국,열량 : 30.54 kcal
튀김류,치킨가라아케,열량 : 90.41 kcal
밥류,팟시금치무쌉,열량 : 396.29 kcal
무침류,얼갈이된장나물,열량 : 17.77 kcal
국류,북어콩나물국,열량 : 26.16 kcal
튀김류,순살치킨,열량 : 117.04 kcal
구이류,닭다리훈제오븐구이,열량 : 193.5 kcal
밥류,날치알계란볶음밥,열량 : 230.81 kcal
볶음류,토마토가지두반장볶음,열량 : 262.88 kcal
찜류,돼지고기보쌈,열량 : 120.04 kcal
면류,애호박닭칼국수,열량 : 246.61 kcal
무침류,쫄면채소무침,열량 : 103.28 kcal
조림류,시래기된장멸치지짐,열량 : 74.69 kcal
조림류,어묵채소조림,열량 : 99.89 kcal
구이류,콘치즈구이,열량 : 120.15 kcal
국류,대구탕,열량 : 93.88 kcal
무침류,쟁반메밀국수,열량 : 253.22 kcal
밥류,잡곡밥(소),열량 : 274.7 kcal
국류,떡만두국,열량 : 289.02 kcal
부침류,팽이달걀말이,열량 : 125.06 kcal
밥류,귀리수수밥,열량 : 406.98 kcal
튀김류,파인애플탕수육,열량 : 213.35 kcal
볶음류,쑥갓베이컨볶음,열량 : 98.82 kcal
밥류,잡곡밥(보리),열량 : 360.6 kcal
소스류,들기름양념장,열량 : 30.35 kcal
국류,한우알토란탕,열량 : 113.79 kcal
기타,바나나한개,열량 : 61.6 kcal
볶음류,참치고추볶음,열량 : 102.27 kcal
조림류,소고기우엉조림,열량 : 111.64 kcal
찜류,소갈비찜,열량 : 254.56 kcal
밥류,기장밥,열량 : 193.56 kcal
국류,미역국,열량 : 21.88 kcal
튀김류,탕수육,열량 : 228.3 kcal
국류,들깨닭수제비국,열량 : 56.42 kcal
국류,곰탕&amp;다대기양념,열량 : 227.79 kcal
무침류,어린이배추나물,열량 : 35.21 kcal
조림류,닭가슴살데리야끼조림,열량 : 98.4 kcal
볶음류,콩소시지볶음,열량 : 209.14 kcal
밥류,달걀볶음밥,열량 : 294.37 kcal
구이류,버섯찹스테이크&amp;데리야끼소스,열량 : 210.78 kcal
밥류,명란아보카도비빔밥,열량 : 546.69 kcal
보조식,인절미,열량 : 92.4 kcal
구이류,닭고기데리야끼구이,열량 : 298.44 kcal
밥류,소라톳밥&amp;부추양념장,열량 : 286.25 kcal
밥류,잡곡밥(차수수),열량 : 358.78 kcal
구이류,레몬가자미구이,열량 : 324.4 kcal
보조식,모짜렐라치즈샐러드,열량 : 127.8 kcal
국류,브로콜리수프(완),열량 : 69.2 kcal
구이류,햄버거스테이크(완),열량 : 244.25 kcal
면류,로제파스타(소),열량 : 124.54 kcal
국류,꽃게탕,열량 : 26.99 kcal
튀김류,표고버섯탕수,열량 : 123.59 kcal
밥류,카레라이스,열량 : 282 kcal
찜류,송편(완),열량 : 94.19 kcal
무침류,어린이과일샐러드,열량 : 60.95 kcal
튀김류,적어튀김,열량 : 96.79 kcal
보조식,떡(인절미떡),열량 : 92.4 kcal
찜류,찜닭,열량 : 292.42 kcal
볶음류,비건소시지볶음,열량 : 322.2 kcal
밥류,취나물밥,열량 : 358.96 kcal
기타,천도복숭아,열량 : 16 kcal
국류,달걀파국,열량 : 9.64 kcal
죽류,녹두죽,열량 : 92.38 kcal
무침류,사과요거트샐러드,열량 : 62.79 kcal
튀김류,오징어튀김,열량 : 43.04 kcal
국류,수삼갈비탕,열량 : 329.73 kcal
부침류,동태살전,열량 : 112.2 kcal
국류,어린이근대국,열량 : 25.77 kcal
튀김류,오징어튀김,열량 : 129.82 kcal
튀김류,표고버섯탕수,열량 : 48.99 kcal
밥류,참치회덮밥,열량 : 383.22 kcal
조림류,풋고추감자조림,열량 : 74.34 kcal
볶음류,오리주물럭,열량 : 217.72 kcal
볶음류,멸치견과류볶음,열량 : 93.52 kcal
국류,맑은된장국,열량 : 14.84 kcal
밥류,비빔밥,열량 : 482.34 kcal
면류,메밀비빔국수,열량 : 186.59 kcal
빵류,모닝빵(완),열량 : 79 kcal
튀김류,감자튀김(후렌치후라이),열량 : 115.35 kcal
튀김류,수제등심돈가스,열량 : 388.74 kcal
보조식,흰우유,열량 : 65 kcal
조림류,미트볼채소조림,열량 : 142.37 kcal
밥류,강황밥,열량 : 383.86 kcal
밥류,강황밥,열량 : 372.97 kcal
빵류,햄치즈샌드위치,열량 : 218 kcal
국류,중국식달걀탕(세계음식-중국),열량 : 129.68 kcal
국류,시래기콩나물국,열량 : 20.56 kcal
국류,북어콩나물해장국,열량 : 63.05 kcal
기타,파프리카양상추샐러드,열량 : 10.72 kcal
무침류,비타민유자청무침,열량 : 21.65 kcal
볶음류,잡채어묵볶음,열량 : 109.02 kcal
조림류,돼지고기김치찜,열량 : 198.81 kcal
죽류,크림치즈단호박죽,열량 : 336.63 kcal
국류,조갯살근대국,열량 : 71.39 kcal
구이류,타코군만두,열량 : 292.35 kcal
튀김류,미니돈가스/소스,열량 : 266.1 kcal
무침류,양파링절임,열량 : 16.48 kcal
부침류,참치두부전,열량 : 184.56 kcal
면류,탄탄면,열량 : 386.51 kcal
볶음류,해물퓨전떡볶이,열량 : 263.9 kcal
볶음류,양송이버섯볶음,열량 : 51.17 kcal
무침류,꽃맛살오이무침,열량 : 27.06 kcal
볶음류,낙지볶음&amp;소면사리,열량 : 103.25 kcal
국류,느타리버섯개장,열량 : 117.77 kcal
국류,근대콩나물국,열량 : 19.56 kcal
볶음류,어묵채굴소스볶음,열량 : 108.17 kcal
무침류,진미채고추장무침,열량 : 67.12 kcal
볶음류,고구마닭볶음탕,열량 : 172.67 kcal
무침류,톳콩나물무침,열량 : 40.77 kcal
기타,새싹양상추샐러드&amp;블루베리드레싱,열량 : 18.12 kcal
보조식,과일꿀떡샐러드,열량 : 111.8 kcal
찜류,순살아귀콩나물찜,열량 : 134.9 kcal
구이류,치즈타코군만두,열량 : 200.95 kcal
튀김류,납작만두튀김&amp;야채무침,열량 : 147.64 kcal
찜류,감자범벅,열량 : 107.47 kcal
무침류,돈육훈제머스터드야채무침,열량 : 122.62 kcal
볶음류,쭈삼불고기,열량 : 310.57 kcal
구이류,씨겨자닭살채소구이,열량 : 159.99 kcal
밥류,귀리차조밥,열량 : 388.56 kcal
무침류,고구마순들깨나물,열량 : 64.81 kcal
국류,돼지고기청국장찌개,열량 : 77.4 kcal
무침류,참나물레몬무침,열량 : 27.11 kcal
조림류,알감자떡볶음,열량 : 107.84 kcal
밥류,도토리묵비빔밥,열량 : 413.37 kcal
튀김류,순살파닭,열량 : 233.05 kcal
밥류,게살달걀볶음밥,열량 : 312.89 kcal
튀김류,돈꼬노미야끼,열량 : 305.54 kcal
무침류,치커리오이새콤무침,열량 : 33.09 kcal
구이류,양념치킨스테이크,열량 : 248.22 kcal
부침류,애호박달걀전,열량 : 40.41 kcal
튀김류,파채돈육강정,열량 : 247.35 kcal
볶음류,치즈어묵볶음,열량 : 115.5 kcal
밥류,야채나물비빔밥,열량 : 502.47 kcal
무침류,꽃맛살샐러드,열량 : 98.61 kcal
국류,시래기감자탕,열량 : 73.01 kcal
무침류,세발오이초무침,열량 : 22.9 kcal
볶음류,세멸치견과류볶음,열량 : 96.8 kcal
볶음류,브로콜리새우볶음,열량 : 64.85 kcal
무침류,실곤약골뱅이무침,열량 : 38.24 kcal
국류,얼큰오징어찌개,열량 : 71.14 kcal
빵류,에그모닝빵,열량 : 230.51 kcal
구이류,구운채소샐러드,열량 : 70.73 kcal
튀김류,자장떡볶이,열량 : 141.31 kcal
조림류,표고달걀장조림,열량 : 121.48 kcal
구이류,연어리코타샐러드,열량 : 98.22 kcal
김치류,풋고추오이소박이,열량 : 21.17 kcal
면류,초계냉국수,열량 : 610.9 kcal
무침류,비빔만두,열량 : 194.26 kcal
볶음류,대패삼겹김치볶음,열량 : 213.64 kcal
국류,부추새우달걀국,열량 : 86.5 kcal
부침류,깻잎육전,열량 : 222.09 kcal
볶음류,굴소스어묵볶음,열량 : 101.9 kcal
조림류,햄감자조림,열량 : 96.75 kcal
무침류,참나물배무침,열량 : 30.26 kcal
무침류,시금치고추장무침,열량 : 62.21 kcal
찜류,보쌈(소),열량 : 290.7 kcal
찜류,돼지고기보쌈,열량 : 290.7 kcal
볶음류,닭다리살굴소스볶음,열량 : 280.94 kcal
국류,사골우거지국,열량 : 103.99 kcal
무침류,실곤약초장무침,열량 : 27.59 kcal
무침류,꼬막도토리묵무침,열량 : 82.11 kcal
볶음류,참치양배추볶음,열량 : 79.25 kcal
부침류,미나리감자전,열량 : 290.33 kcal
면류,아욱고추장수제비,열량 : 102.66 kcal
기타,베리베리라떼,열량 : 110.16 kcal
국류,토마토스프,열량 : 92.06 kcal
구이류,베이컨감자구이,열량 : 157.41 kcal
밥류,훈제연어덮밥,열량 : 542.91 kcal
기타,오렌지샐러드,열량 : 50.35 kcal
국류,표고버섯들깨탕,열량 : 174.18 kcal
볶음류,매콤까르보닭갈비,열량 : 335.51 kcal
볶음류,소고기마파두부,열량 : 208.39 kcal
빵류,모닝빵&amp;딸기잼,열량 : 160.6 kcal
국류,감자양파국,열량 : 43.59 kcal
국류,팽이버섯장국,열량 : 28.14 kcal
국류,알탕,열량 : 52.84 kcal
국류,황태채사골만두국,열량 : 157.93 kcal
무침류,숙주맛살무침,열량 : 33.69 kcal
무침류,비름고추장무침,열량 : 23.93 kcal
소스류,견과쌈장,열량 : 17.2 kcal
무침류,오이고추된장무침,열량 : 22.04 kcal
밥류,보리열무비빔밥,열량 : 230.8 kcal
조림류,코다리살호박조림,열량 : 174.12 kcal
국류,수삼삼계탕,열량 : 173.87 kcal
기타,조각사과,열량 : 57 kcal
국류,냉이된장국,열량 : 25.15 kcal
볶음류,건나물볶음,열량 : 42.81 kcal
기타,부럼,열량 : 60.4 kcal
국류,삼계탕,열량 : 99.85 kcal
조림류,코다리단호박조림,열량 : 107.76 kcal
무침류,꼬시래기무침,열량 : 36.06 kcal
부침류,깻잎육전,열량 : 258.69 kcal
구이류,광양식불고기,열량 : 208.18 kcal
국류,바지락무국,열량 : 149.81 kcal
국류,차돌얼갈이된장국,열량 : 88.37 kcal
튀김류,감자고로케,열량 : 230.8 kcal
밥류,토마토카레덮밥,열량 : 495.25 kcal
무침류,크레미 파프리카냉채,열량 : 21.17 kcal
국류,손만둣국,열량 : 292.82 kcal
구이류,숯불맛닭꼬치,열량 : 172.65 kcal
국류,부추달걀국,열량 : 154.4 kcal
무침류,연근브로콜리샐러드,열량 : 181.74 kcal
볶음류,고추장불고기,열량 : 180.61 kcal
국류,감자미역국,열량 : 70.1 kcal
밥류,통영비빔밥,열량 : 366.44 kcal
